date,AguasVerdes_1,BigstoneBayLOTW_6,ATQ206_3,Auburn2_5,Lake226_26,BRW100_10,PP1LOTW_53,Albino_2,Auburn_4,BluebellPass_7,Blueberry_8,Borreguil_9,Chorerras_11,Clearwater_12,Crystal_13,Cuadrada_14,Daisy_15,Denise_16,EastCarol_17,FalseDuckIslandPond_18,ForestIslandLOTW_19,George_20,Hawley_21,Jasper_22,Kluane_23,KoorasteLinajarv_24,Lagarde_25,LittleSoulier_27,Llaviacu_28,LongPond_29,LongPond2_30,LostPack_31,LOWBB_32,LOWPP1_33,LOWWB_34,Lumsden_35,MainDuckIslandPond_36,Middle_37,MiddleRange_38,MiddleRange2_39,Milltown_40,Mosca_41,NE13_42,NE20_43,NoName_44,NorthRaft_45,OCF48_46,Panther_47,Panther2_48,Peipsi_49,PigeonIslandPond_50,Pleasant_51,Pleasant2_52,Ramp223_54,Ramp226_55,RDC312_56,RioSeco_57,RioSecoSuperior_58,Sabattus_59,Sabattus2_60,SaintAugustin_61,SE22_62,Spruce_63,SunapeeBuoy_64,SunapeeBuoy2_65,SunapeeHC_66,SunapeeHC2_67,Suwa_68,Taylor_69,Toredora_70,UpperCarrol_71,Vortsjarv_72,W16_73,WAP12_74,WAP20_75,WAP21_76,WAP21_77,WhitefishBayLOTW_78
1796-01-01,29.612499338109,0,0,0,0,0,0,0.607499986421317,0,1.07249997602776,0,29.612499338109,0.749999983236194,0,0,29.612499338109,0,3.05749993165955,0,0.322499992791563,0,0,0,0.607499986421317,0,1.78749996004626,0,0,1.31249997066334,0,0,0,0,0,0,0,0.287499993573874,0,0,0,27.4549993863329,29.612499338109,0,0,10.5624997639097,0,0,0,0,0.577499987091869,0.287499993573874,0,0,0,0,0,29.612499338109,29.612499338109,0,0,0.277499993797392,0,0,0,0,0,0,1.76499996054918,3.05749993165955,1.31249997066334,1.07249997602776,1.94249995658174,0,0,0,0,0,0
1797-01-01,29.6249993378296,0,0,0,0,0,0,0.614999986253679,0,1.09999997541308,0,29.6249993378296,0.757499983068556,0,0,29.6249993378296,0,3.13999992981553,0,0.592499986756593,0,0,0,0.614999986253679,0,1.81499995943159,0,0,1.3199999704957,0,0,0,0,0,0,0,0.554999987594783,0,0,0,27.4924993854947,29.6249993378296,0,0,10.6149997627363,0,0,0,0,0.58249998698011,0.554999987594783,0,0,0,0,0,29.6249993378296,29.6249993378296,0,0,0.284999993629754,0,0,0,0,0,0,1.76499996054918,3.13999992981553,1.3199999704957,1.09999997541308,1.96999995596707,0,0,0,0,0,0
1798-01-01,29.632499337662,0,0,0,0,0,0,0.624999986030161,0,1.13249997468665,0,29.632499337662,0.759999983012676,0,0,29.632499337662,0,3.21999992802739,0,0.609999986365438,0,0,0,0.624999986030161,0,1.81999995931983,0,0,1.32499997038394,0,0,0,0,0,0,0,0.572499987203628,0,0,0,27.5299993846565,29.632499337662,0,0,10.6674997615628,0,0,0,0,0.58249998698011,0.572499987203628,0,0,0,0,0,29.632499337662,29.632499337662,0,0,0.294999993406236,0,0,0,0,0,0,1.76499996054918,3.21999992802739,1.32499997038394,1.13249997468665,1.97749995579943,0,0,0,0,0,0
1799-01-01,29.6474993373267,0,0,0,0,0,0,0.634999985806644,0,1.15749997412786,0,29.6474993373267,0.764999982900918,0,0,29.6474993373267,0,3.29999992623925,0,0.629999985918403,0,0,0,0.634999985806644,0,1.84999995864928,0,0,1.32999997027218,0,0,0,0,0,0,0,0.589999986812472,0,0,0,27.5649993838742,29.6474993373267,0,0,10.7149997605011,0,0,0,0,0.584999986924231,0.589999986812472,0,0,0,0,0,29.6474993373267,29.6474993373267,0,0,0.302499993238598,0,0,0,0,0,0,1.76499996054918,3.29999992623925,1.32999997027218,1.15749997412786,2.00499995518476,0,0,0,0,0,0
1800-01-01,29.6674993368797,0,0,0,0,0,0,0.642499985639006,0,1.18499997351319,0,29.6674993368797,0.772499982733279,0,0,29.6674993368797,0,3.38249992439523,0,0.647499985527247,0,0,0,0.642499985639006,0,1.88249995792285,0,0,1.33999997004867,0,0,0,0,0,0,0,0.607499986421317,0,0,0,27.6274993824773,29.6674993368797,0,0,10.7699997592717,0,0,0,0,0.587499986868352,0.607499986421317,0,0,0,0,0,29.6674993368797,29.6674993368797,0,0,0.567499987315387,0,0,0,0,0,0,1.76499996054918,3.38249992439523,1.33999997004867,1.18499997351319,2.03749995445833,0,0,0,0,0,0
1801-01-01,29.6849993364885,0,0,0,0,0,0,0.652499985415488,0,1.21499997284263,0,29.6849993364885,0.772499982733279,0,0,29.6849993364885,0,3.46499992255121,0,0.667499985080212,0,0,0,0.652499985415488,0,1.88749995781109,0,0,1.34249996999279,0,0,0,0,0,0,0,0.624999986030161,0,0,0,27.6899993810803,29.6849993364885,0,0,10.81749975821,0,0,0,0,0.587499986868352,0.624999986030161,0,0,0,0,0,29.6849993364885,29.6849993364885,0,0,0.57999998703599,0,0,0,0,0,0,1.76499996054918,3.46499992255121,1.34249996999279,1.21499997284263,2.04499995429069,0,0,0,0,0,0
1802-01-01,29.6999993361533,0,0,0,0,0,0,0.65999998524785,0,1.23999997228384,0,29.6999993361533,0.782499982509762,0,0,29.6999993361533,0,3.53999992087483,0,0.687499984633178,0,0,0,0.65999998524785,0,1.91749995714054,0,0,1.35249996976927,0,0,0,0,0,0,0,0.642499985639006,0,0,0,27.7274993802421,29.6999993361533,0,0,10.8674997570924,0,0,0,0,0.592499986756593,0.642499985639006,0,0,0,0,0,29.6999993361533,29.6999993361533,0,0,0.597499986644834,0,0,0,0,0,0,1.76499996054918,3.53999992087483,1.35249996976927,1.23999997228384,2.07249995367602,0,0,0,0,0,0
1803-01-01,29.714999335818,0,0,0,0,0,0,0.667499985080212,0,1.51499996613711,0,29.714999335818,0.784999982453883,0,0,29.714999335818,0,3.61499991919845,0,0.699999984353781,0,0,0,0.667499985080212,0,1.94749995646998,0,0,1.35499996971339,0,0,0,0,0,0,0,0.65749998530373,0,0,0,27.7899993788451,29.714999335818,0,0,10.9224997558631,0,0,0,0,0.594999986700714,0.65749998530373,0,0,0,0,0,29.714999335818,29.714999335818,0,0,0.617499986197799,0,0,0,0,0,0,1.76499996054918,3.61499991919845,1.35499996971339,1.51499996613711,2.09749995311722,0,0,0,0,0,0
1804-01-01,29.7324993354268,0,0,0,0,0,0,0.674999984912574,0,1.54749996541068,0,29.7324993354268,0.789999982342124,0,0,29.7324993354268,0,3.69499991741031,0,0.717499983962625,0,0,0,0.674999984912574,0,1.95499995630234,0,0,1.36499996948987,0,0,0,0,0,0,0,0.672499984968454,0,0,0,27.8474993775599,29.7324993354268,0,0,10.9724997547455,0,0,0,0,0.594999986700714,0.672499984968454,0,0,0,0,0,29.7324993354268,29.7324993354268,0,0,0.634999985806644,0,0,0.254999994300306,0.254999994300306,0.254999994300306,0.254999994300306,1.76499996054918,3.69499991741031,1.36499996948987,1.54749996541068,2.10999995283782,0,0,0,0,0,0
1805-01-01,29.7499993350357,0,0,0,0,0,0,0.684999984689057,0,1.58499996457249,0,29.7499993350357,0.799999982118607,0,0,29.7499993350357,0,3.77499991562217,0,0.739999983459711,0,0,0,0.684999984689057,0,1.98499995563179,0,0,1.37249996932223,0,0,0,0,0,0,0,0.692499984521419,0,0,0,27.8899993766099,29.7499993350357,0,0,11.0224997536279,0,0,0,0,0.599999986588955,0.692499984521419,0,0,0,0,0,29.7499993350357,29.7499993350357,0,0,0.644999985583127,0,0,0.254999994300306,0.254999994300306,0.254999994300306,0.254999994300306,1.7674999604933,3.77499991562217,1.37249996932223,1.58499996457249,2.13749995222315,0,0,0,0,0,0
1806-01-01,29.7674993346445,0,0,0,0,0,0,0.694999984465539,0,1.6224999637343,0,29.7674993346445,0.799999982118607,0,0,29.7674993346445,0,3.85749991377816,0,0.757499983068556,0,0,0,0.694999984465539,0,2.01499995496124,0,0,1.37749996921048,0,0,0,0,0,0,0,0.709999984130263,0,0,0,27.9449993753806,29.7674993346445,0,0,11.0699997525662,0,0,0,0,0.602499986533076,0.709999984130263,0,0,0,0,0,29.7674993346445,29.7674993346445,0,0,0.662499985191971,0,0,0.259999994188547,0.259999994188547,0.259999994188547,0.259999994188547,1.7674999604933,3.85749991377816,1.37749996921048,1.6224999637343,2.16499995160848,0,0,0,0,0,0
1807-01-01,29.7824993343093,0,0,0,0,0,0,0.702499984297901,0,1.65249996306375,0,29.7824993343093,0.807499981950969,0,0,29.7824993343093,0,3.9349999120459,0,0.7749999826774,0,0,0,0.702499984297901,0,2.01999995484948,0,0,1.38499996904284,0,0,0,0,0,0,0,0.727499983739108,0,0,0,28.0024993740954,29.7824993343093,0,0,11.127499751281,0,0,0,0,0.602499986533076,0.727499983739108,0,0,0,0,0,29.7824993343093,29.7824993343093,0,0,0.679999984800816,0,0,0.262499994132668,0.262499994132668,0.262499994132668,0.262499994132668,1.7674999604933,3.9349999120459,1.38499996904284,1.65249996306375,2.16999995149672,0,0,0,0,0,0
1808-01-01,29.7999993339181,0,0,0,0,0,0,0.712499984074384,0,1.68999996222556,0,29.7999993339181,0.81499998178333,0,0,29.7999993339181,0,4.01499991025776,0,0.794999982230365,0,0,0,0.712499984074384,0,2.04749995423481,0,0,1.39499996881932,0,0,0,0,0,0,0,0.747499983292073,0,0,0,28.0424993732013,29.7999993339181,0,0,11.1774997501634,0,0,0,0,0.607499986421317,0.747499983292073,0,0,0,0,0,29.7999993339181,29.7999993339181,0,0,0.69749998440966,0,0,0.277499993797392,0.277499993797392,0.277499993797392,0.277499993797392,1.7674999604933,4.01499991025776,1.39499996881932,1.68999996222556,2.19749995088205,0,0,0,0,0,0
1809-01-01,29.8149993335828,0,0,0,0,0,0,0.719999983906746,0,1.72249996149912,0,29.8149993335828,0.819999981671572,0,0,29.8149993335828,0,4.09499990846962,0,0.81499998178333,0,0,0,0.719999983906746,0,2.07749995356426,0,0,1.39749996876344,0,0,0,0,0,0,0,0.762499982956797,0,0,0,28.1024993718602,29.8149993335828,0,0,11.2249997491017,0,0,0,0,0.609999986365438,0.762499982956797,0,0,0,0,0,29.8149993335828,29.8149993335828,0,0,0.96999997831881,0,0,0.282499993685633,0.282499993685633,0.282499993685633,0.282499993685633,1.7674999604933,4.09499990846962,1.39749996876344,1.72249996149912,2.22499995026737,0,0,0,0,0,0
