date,AguasVerdes_1,BigstoneBayLOTW_6,ATQ206_3,Auburn2_5,Lake226_26,BRW100_10,PP1LOTW_53,Albino_2,Auburn_4,BluebellPass_7,Blueberry_8,Borreguil_9,Chorerras_11,Clearwater_12,Crystal_13,Cuadrada_14,Daisy_15,Denise_16,EastCarol_17,FalseDuckIslandPond_18,ForestIslandLOTW_19,George_20,Hawley_21,Jasper_22,Kluane_23,KoorasteLinajarv_24,Lagarde_25,LittleSoulier_27,Llaviacu_28,LongPond_29,LongPond2_30,LostPack_31,LOWBB_32,LOWPP1_33,LOWWB_34,Lumsden_35,MainDuckIslandPond_36,Middle_37,MiddleRange_38,MiddleRange2_39,Milltown_40,Mosca_41,NE13_42,NE20_43,NoName_44,NorthRaft_45,OCF48_46,Panther_47,Panther2_48,Peipsi_49,PigeonIslandPond_50,Pleasant_51,Pleasant2_52,Ramp223_54,Ramp226_55,RDC312_56,RioSeco_57,RioSecoSuperior_58,Sabattus_59,Sabattus2_60,SaintAugustin_61,SE22_62,Spruce_63,SunapeeBuoy_64,SunapeeBuoy2_65,SunapeeHC_66,SunapeeHC2_67,Suwa_68,Taylor_69,Toredora_70,UpperCarrol_71,Vortsjarv_72,W16_73,WAP12_74,WAP20_75,WAP21_76,WAP21_77,WhitefishBayLOTW_78
1770-01-01,8.17749981721863,0,0,0.287499993573874,0,0,0,0,0.287499993573874,0,0,8.17749981721863,2.77499993797392,0,0,8.17749981721863,0,0,0,0,0,0,0,0,0,3.31499992590398,0,0,0.287499993573874,0.367499991785735,0.367499991785735,0,0,0,0,0,0.694999984465539,0,0.287499993573874,0.287499993573874,36.3774991868995,8.17749981721863,0,0,13.8749996898696,0,0,0.287499993573874,0.287499993573874,9.39999978989363,0.694999984465539,0.287499993573874,0.287499993573874,0,0,0,8.17749981721863,8.17749981721863,0.489999989047647,0.489999989047647,0,0,0,2.17249995144084,2.17249995144084,2.17249995144084,2.17249995144084,0.509999988600612,0,0.287499993573874,0,2.30749994842336,0,0,0,0,0,0
1771-01-01,8.20499981660396,0,0,0.859999980777502,0,0,0,0,0.859999980777502,0,0,8.20499981660396,2.77999993786216,0,0,8.20499981660396,0,0,0,0,0,0,0,0,0,3.39999992400408,0,0,0.289999993517995,0.679999984800816,0.679999984800816,0,0,0,0,0,0.762499982956797,0,0.859999980777502,0.859999980777502,36.4849991844967,8.20499981660396,0,0,13.9199996888638,0,0,0.859999980777502,0.859999980777502,9.40749978972599,0.762499982956797,0.859999980777502,0.859999980777502,0,0,0,8.20499981660396,8.20499981660396,1.25999997183681,1.25999997183681,0,0,0,2.35249994741753,2.35249994741753,2.35249994741753,2.35249994741753,0.522499988321215,0,0.289999993517995,0,2.38999994657934,0,0,0,0,0,0
1772-01-01,8.22999981604517,0,0,0.932499979157001,0,0,0,0,0.932499979157001,0,0,8.22999981604517,2.77999993786216,0,0,8.22999981604517,0,0,0,0,0,0,0,0,0,3.48499992210418,0,0,0.289999993517995,0.73499998357147,0.73499998357147,0,0,0,0,0,0.829999981448054,0,0.932499979157001,0.932499979157001,36.5149991838261,8.22999981604517,0,0,13.9724996876903,0,0,0.932499979157001,0.932499979157001,9.41499978955835,0.829999981448054,0.932499979157001,0.932499979157001,0,0,0,8.22999981604517,8.22999981604517,1.35333330308398,1.35333330308398,0,0,0,2.53499994333833,2.53499994333833,2.53499994333833,2.53499994333833,0.532499988097697,0,0.289999993517995,0,2.47999994456768,0,0,0,0,0,0
1773-01-01,8.26249981531873,0,0,1.00999997742474,0,0,0,0,1.00999997742474,0,0,8.26249981531873,2.7849999377504,0,0,8.26249981531873,0,0,0,0,0,0,0,0,0,3.56999992020428,0,0,0.294999993406236,0.799999982118607,0.799999982118607,0,0,0,0,0,0.897499979939312,0,1.00999997742474,1.00999997742474,36.5399991832674,8.26249981531873,0,0,14.0224996865727,0,0,1.00999997742474,1.00999997742474,9.42249978939071,0.897499979939312,1.00999997742474,1.00999997742474,0,0,0,8.26249981531873,8.26249981531873,1.46333330062528,1.46333330062528,0,0,0,2.68499993998557,2.68499993998557,2.68499993998557,2.68499993998557,0.544999987818301,0,0.294999993406236,0,2.5674999426119,0,0,0,0,0,0
1774-01-01,8.28999981470406,0,0,1.09999997541308,0,0,0,0,1.09999997541308,0,0,8.28999981470406,2.7849999377504,0,0,8.28999981470406,0,0,0,0,0,0,0,0,0,3.65499991830438,0,0,0.294999993406236,0.877499980386347,0.877499980386347,0,0,0,0,0,0.962499978486449,0,1.09999997541308,1.09999997541308,36.6174991815351,8.28999981470406,0,0,14.0774996853434,0,0,1.09999997541308,1.09999997541308,9.42999978922307,0.962499978486449,1.09999997541308,1.09999997541308,0,0,0,8.28999981470406,8.28999981470406,1.58999996446073,1.58999996446073,0,0,0,2.86499993596226,2.86499993596226,2.86499993596226,2.86499993596226,0.554999987594783,0,0.294999993406236,0,2.65749994060025,0,0,0,0,0,0
1775-01-01,8.32749981386587,0,0,1.43249996798113,0,0,0,0,1.43249996798113,0,0,8.32749981386587,2.78749993769452,0,0,8.32749981386587,0,0,0,0.252499994356185,0,0,0,0,0,3.73999991640449,0,0,0.294999993406236,0.934999979101121,0.934999979101121,0,0,0,0,0,1.02999997697771,0,1.43249996798113,1.43249996798113,36.6399991810322,8.32749981386587,0,0,14.1199996843934,0,0,1.43249996798113,1.43249996798113,9.43749978905544,1.02999997697771,1.43249996798113,1.43249996798113,0,0,0,8.32749981386587,8.32749981386587,1.68666662896673,1.68666662896673,0,0,0,3.04999993182719,3.04999993182719,3.04999993182719,3.04999993182719,0.564999987371266,0,0.294999993406236,0,2.74249993870035,0,0,0,0,0,0
1776-01-01,8.3549998132512,0,0,1.53499996569008,0,0,0,0,1.53499996569008,0,0,8.3549998132512,2.78749993769452,0,0,8.3549998132512,0,0,0,0.527499988209456,0,0,0,0,0,3.82749991444871,0,0,0.297499993350357,1.25499997194856,1.25499997194856,0,0,0,0,0,1.35499996971339,0,1.53499996569008,1.53499996569008,36.6724991803057,8.3549998132512,0,0,14.1749996831641,0,0,1.53499996569008,1.53499996569008,9.44249978894368,1.35499996971339,1.53499996569008,1.53499996569008,0,0,0,8.3549998132512,8.3549998132512,1.78999995999038,1.78999995999038,0,0,0,3.23749992763624,3.23749992763624,3.23749992763624,3.23749992763624,0.572499987203628,0,0.297499993350357,0,2.83499993663281,0,0,0,0,0,0
1777-01-01,8.38499981258065,0,0,1.64999996311963,0,0,0,0,1.64999996311963,0,0,8.38499981258065,2.79499993752688,0,0,8.38499981258065,0,0,0,0.567499987315387,0,0,0,0,0,3.91499991249293,0,0,0.302499993238598,1.35249996976927,1.35249996976927,0,0,0,0,0,1.43999996781349,0,1.64999996311963,1.64999996311963,36.7449991786852,8.38499981258065,0,0,14.2224996821024,0,0,1.64999996311963,1.64999996311963,9.44999978877604,1.43999996781349,1.64999996311963,1.64999996311963,0,0,0,8.38499981258065,8.38499981258065,1.91666662382583,1.91666662382583,0,0,0,3.42499992344528,3.42499992344528,3.42499992344528,3.42499992344528,0.584999986924231,0,0.302499993238598,0,2.92749993456528,0,0,0,0,0,0
1778-01-01,8.41249981196597,0,0,1.74749996094033,0,0,0,0,1.74749996094033,0,0,8.41249981196597,2.797499937471,0,0,8.41249981196597,0,0,0,0.607499986421317,0,0,0,0,0,3.99499991070479,0,0,0.302499993238598,1.42499996814877,1.42499996814877,0,0,0,0,0,1.52749996585771,0,1.74749996094033,1.74749996094033,36.7699991781265,8.41249981196597,0,0,14.2724996809848,0,0,1.74749996094033,1.74749996094033,9.45999978855252,1.52749996585771,1.74749996094033,1.74749996094033,0,0,0,8.41249981196597,8.41249981196597,2.01333328833183,2.01333328833183,0,0,0,3.61249991925433,3.61249991925433,3.61249991925433,3.61249991925433,0.597499986644834,0,0.302499993238598,0,3.00749993277714,0,0,0,0,0,0
1779-01-01,8.44249981129542,0,0,1.84749995870516,0,0,0,0,1.84749995870516,0,0,8.44249981129542,2.797499937471,0,0,8.44249981129542,0,0,0,0.652499985415488,0,0,0,0,0,4.08249990874901,0,0,0.304999993182719,1.50249996641651,1.50249996641651,0,0,0,0,0,1.61749996384606,0,1.84749995870516,1.84749995870516,36.8774991757236,8.44249981129542,0,0,14.3224996798672,0,0,1.84749995870516,1.84749995870516,9.46499978844076,1.61749996384606,1.84749995870516,1.84749995870516,0,0,0,8.44249981129542,8.44249981129542,2.11666661935548,2.11666661935548,0,0,0,3.79749991511926,3.79749991511926,3.79749991511926,3.79749991511926,0.604999986477196,0,0.304999993182719,0,3.0999999307096,0,0,0,0,0,0
